node,descendantsNum
47936,228
2573095,1630
150467,275
35342,186
44770,145
340209,130
81684,633
305072,500
2693321,792
29278,15647
81490,133
2670808,101
1783234,112
122728,180
81684,633
1356638,212
150467,275
150467,275
1298915,136
48479,26214
2573095,1630
35342,186
48510,1732
340208,120
68359,704
2573095,1630
47936,228
1356638,212
57727,152
340208,120
12333,3561
2693321,792
29278,15647
47936,228
150578,157
29278,15647
1298915,136
48510,1732
150576,111
1035835,169
410657,223
36549,361
57727,152
57727,152
36549,361
93506,360
2573095,1630
363628,225
363628,225
2693321,792
35342,186
1922348,1361
150578,157
363628,225
1783234,112
36549,361
2670808,101
49928,33707
